artist,album,track,uri,track_id,album_name,track_name,duration_ms,explicit,popularity,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,track_genre,artist_1,artist_2,artist_3,tempo_scaled,loudness_scaled
the band,music from big pink,the weight - remastered 2000,spotify:track:0P7DoyGrr4Wp9w5TotEtUC,0p7doygrr4wp9w5totetuc,music from big pink (remastered),the weight - remastered 2000,274493,0,72,0.63,0.551,1,0.0549,0.373,5.75e-05,0.103,0.518,blues,the band,,,0.5911444208865441,0.1991629104958145
frank zappa,"joe's garage acts i, ii & iii",watermelon in easter hay,spotify:track:5xQp0hOQi7NpyDWKCG4qtQ,0q2drzhpwfoex89dojbq5y,"joe's garage acts i, ii & iii",watermelon in easter hay,547960,0,55,0.486,0.433,1,0.0439,0.192,0.031,0.124,0.295,j-rock,frank zappa,,,0.4558289367716911,0.2835157759175789
playboi carti,die lit,r.i.p.,spotify:track:3L0IKstjUgDFVQAbQIRZRv,0zssfv9dqf4o6mreto1jbh,bad boy club,r.i.p.,192026,1,4,0.725,0.725,0,0.159,0.0119,0.0,0.086,0.515,hip-hop,playboi carti,,,0.5752633828049241,0.130199613650998
mhd,afro trap part. 7 (la puissance),afro trap pt. 7 (la puissance),spotify:track:6wdI9sg2VdgjqSg0ozu9PK,6wdi9sg2vdgjqsg0ozu9pk,afro trap part. 7 (la puissance),afro trap pt. 7 (la puissance),140077,0,65,0.97,0.806,0,0.298,0.0955,0.0,0.133,0.815,french,mhd,,,0.4930846605196982,0.1207769907705517
modern talking,let's talk about love,cheri cheri lady,spotify:track:2aEuA8PSqLa17Y4hKPj5rr,2aeua8psqla17y4hkpj5rr,let's talk about love,cheri cheri lady,226333,0,70,0.677,0.616,1,0.032,0.458,0.0132,0.349,0.851,german,modern talking,,,0.4693350097792679,0.2967374973170209
death grips,government plates,you might think he loves you for your money but i know what he really loves you for it's your brand new leopard skin pillbox hat,spotify:track:5YnS9oWrGcwf1tgode1F7z,5yns9owrgcwf1tgode1f7z,government plates,you might think he loves you for your money but i know what he really loves you for it's your brand new leopard skin pillbox hat,161133,1,51,0.317,0.853,1,0.186,0.00187,0.000702,0.254,0.487,industrial,death grips,,,0.4247407261311901,0.0590255419617944
hans zimmer,kung fu panda,oogway ascends,spotify:track:1dZCiUTIbbvwOCALmzBh9y,1dzciutibbvwocalmzbh9y,kung fu panda (original motion picture soundtrack),oogway ascends,123506,0,59,0.168,0.235,1,0.0389,0.681,0.852,0.089,0.0791,german,hans zimmer,john powell,,0.4482767121936788,0.3747799957072333
biz markie,biz's baddest beats: the best of biz markie,just a friend,spotify:track:3yNVfRQlUPViUh8O2V9SQn,12l3ldyobmurwszbioibl5,the hip hop collection,just a friend,238266,0,0,0.866,0.663,1,0.206,0.119,0.0,0.318,0.83,hardcore,biz markie,,,0.35048403267426,0.1931745009658725
shy fx,raggamuffin soundtape,bad after we (feat. kojey radical & ghetts),spotify:track:0fWYBAqQcUgrTB7YKMOWsj,0fwybaqqcugrtb7ykmowsj,raggamuffin soundtape,bad after we (feat. kojey radical & ghetts),160585,0,46,0.725,0.827,1,0.239,0.286,0.0,0.534,0.81,drum-and-bass,shy fx,kojey radical,ghetts,0.5421659024045494,0.1267654003004936
jackie mittoo,the keyboard king at studio one,stereo freeze,spotify:track:5aESR5wti306SsXUYGkEbU,5aesr5wti306ssxuygkebu,the keyboard king at studio one,stereo freeze,185506,0,19,0.679,0.648,1,0.0424,0.000521,0.0273,0.0871,0.952,afrobeat,jackie mittoo,,,0.4216877865982939,0.2139085640695428
alice in chains,dirt,rooster (2022 remaster),spotify:track:0wvIGFIgbyz4JNwQhZgTv2,0wvigfigbyz4jnwqhzgtv2,dirt (2022 remaster),rooster (2022 remaster),374333,0,71,0.271,0.551,1,0.0272,0.0307,0.000581,0.118,0.2,grunge,alice in chains,,,0.5912717979060862,0.1815625670744796
king crimson,in the court of the crimson king (expanded & remastered original album mix),i talk to the wind,spotify:track:1T0CdfKPKb1gJi4vCKpZ9C,4qbpagjmcqsecj6iimtl2n,in the court of the crimson king (expanded & remastered original album mix),i talk to the wind,365659,0,55,0.281,0.309,0,0.0373,0.545,0.618,0.109,0.309,j-rock,king crimson,,,0.3335346712029321,0.3775059025541962
janis joplin,pearl (legacy edition),me and bobby mcgee,spotify:track:1IqFh00G2kvvMm8pRMpehA,1iqfh00g2kvvmm8prmpeha,pearl (legacy edition),me and bobby mcgee,271333,0,70,0.43,0.463,1,0.0442,0.303,5.84e-05,0.152,0.66,blues,janis joplin,,,0.3837951777525763,0.2352221506761107
hank williams,the complete hank williams,ramblin' man,spotify:track:6HpwjCEwgUXRYJVUtyY5us,3wgd9sonzghqu3o2dufkgh,20 of hank williams' greatest hits,ramblin' man,184066,0,10,0.58,0.182,0,0.0322,0.893,0.0,0.0798,0.446,honky-tonk,hank williams,drifting cowboys,,0.4295440724487616,0.2628031766473493
tears for fears,songs from the big chair,everybody wants to rule the world,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,4rvwpyq5rl0ao9lpzesoue,songs from the big chair (super deluxe edition),everybody wants to rule the world,251488,0,87,0.645,0.795,1,0.0527,0.347,0.00389,0.104,0.535,synth-pop,tears for fears,,,0.4604761435169205,0.2595836016312514
wiz khalifa,hip hop block party,memory lane,spotify:track:2RJkDNxDGqodOondFiKMi1,5jgbxknloewzoomvpcybjo,hip hop vibes,memory lane,166773,1,0,0.789,0.71,0,0.353,0.37,0.0,0.155,0.826,dance,wiz khalifa,,,0.3910803214831616,0.0981541103241039
howlin' wolf,the howlin' wolf album,spoonful,spotify:track:4rpuY2V5S4s5ELeMwJtSww,7j02rde5rvtncnmulgy5ss,howlin' wolf,spoonful,170000,0,58,0.821,0.376,1,0.0487,0.669,1.39e-05,0.106,0.824,acoustic,howlin' wolf,,,0.4891236461055503,0.2923588752951277
frank ocean,blonde,skyline to,spotify:track:4xR3MAscflQ262kMeiKshQ,4xr3mascflq262kmeikshq,blonde,skyline to,184600,1,65,0.43,0.296,1,0.0583,0.882,6.21e-06,0.104,0.386,soul,frank ocean,,,0.5302499876731916,0.2928525434642628
hozier,hozier,cherry wine - live,spotify:track:4Q66chx9WzqWcLItXoZ5r4,4q66chx9wzqwclitxoz5r4,hozier,cherry wine - live,240147,0,67,0.418,0.111,1,0.0389,0.953,0.00342,0.0982,0.228,singer-songwriter,hozier,,,0.3390201009154709,0.3186735350933677
bill withers,menagerie,lovely day,spotify:track:0bRXwKfigvpKZUurwqAlEh,0brxwkfigvpkzuurwqaleh,menagerie,lovely day,254560,0,76,0.692,0.651,1,0.0324,0.292,0.00241,0.105,0.706,funk,bill withers,,,0.4023593511168088,0.1774200472204335
vampire weekend,vampire weekend,campus,spotify:track:2qpQvKdVtxgTRu4q6xXrL7,5duffk2cwd8gijps03myn0,vampire weekend,campus,176466,0,64,0.639,0.704,1,0.0659,0.22,0.0872,0.0849,0.645,indie-pop,vampire weekend,,,0.6696867347106488,0.1248551191242756
fka twigs,caprisongs,honda (feat. pa salieu),spotify:track:0KxtokiQ8Dq1PL6Z3pIKnF,6kzstttxl7h4blgsrwqntp,caprisongs,honda (feat. pa salieu),201520,1,54,0.81,0.697,0,0.399,0.534,0.0127,0.0751,0.435,trip-hop,fka twigs,pa salieu,,0.4560754729385467,0.1326035629963512
alice in chains,jar of flies,nutshell,spotify:track:2JuasWPUodaUxf5nwNpciQ,2juaswpuodauxf5nwnpciq,jar of flies,nutshell,259200,0,71,0.384,0.561,0,0.0296,0.373,0.253,0.0775,0.159,alt-rock,alice in chains,,,0.5593741268510757,0.2158832367460829
billie eilish,dont smile at me,bellyache,spotify:track:1ni8ZTAY1GHXEFOGHl7fdg,51nfxnqvaosfddutk0tams,bellyache,bellyache,179172,0,79,0.695,0.573,0,0.106,0.46,0.0734,0.482,0.408,electro,billie eilish,,,0.4106429663231595,0.1845031122558489
the paragons,on the beach with the paragons,the tide is high,spotify:track:6psKr85RAgjzNCTaxpF9IA,4hho3yevdj2rryq4xkqwbm,fiesta temática 80s,the tide is high,227133,0,0,0.716,0.574,1,0.0283,0.0965,0.00203,0.12,0.834,dub,the paragons,,,0.3533191985931003,0.2060742648637047
the white stripes,icky thump,icky thump,spotify:track:7aBAo2pO8LvrN8mGba7MvA,2lmq1o0niqghpolxo3mcyq,icky thump,icky thump,254533,0,67,0.417,0.63,1,0.0898,0.0209,0.0134,0.0543,0.341,blues,the white stripes,,,0.3871193070690136,0.1553766902768835
wizkid,made in lagos,essence (feat. tems),spotify:track:5FG7Tl93LdH117jEKYl3Cm,5fg7tl93ldh117jekyl3cm,made in lagos,essence (feat. tems),248040,0,75,0.849,0.707,1,0.113,0.0266,8.58e-06,0.618,0.602,dancehall,wizkid,tems,,0.4274402971582597,0.1288044644773557
jimi hendrix,electric ladyland,voodoo child (slight return),spotify:track:2AxCeJ6PSsBYiTckM0HLY7,2axcej6pssbyitckm0hly7,electric ladyland,voodoo child (slight return),313373,0,68,0.214,0.91,1,0.389,0.477,0.00833,0.0517,0.448,blues,jimi hendrix,,,0.7213196259224561,0.1429705945481864
